"","id","measurement"
"1",348,2.96005908004208
"2",478,5.02295807492161
"3",384,5.24829630309416
"4",303,6.97873058583095
"5",322,8.00663313637348
"6",241,4.77245929386429
"7",368,7.85614133256668
"8",376,4.89478524768721
"9",7,8.19755523652627
"10",184,10.0611829652293
"11",171,9.08919967288674
"12",328,10.1240049263842
"13",236,8.11938118970845
"14",401,7.28151947720704
"15",477,6.47104376132242
"16",56,5.48818494546515
"17",168,9.41435315933238
"18",499,9.01688458337051
"19",479,11.2399649989542
"20",193,7.4951641731019
"21",206,8.81224846093066
"22",248,3.73662912575712
"23",484,6.11496842106105
"24",140,8.30672785194073
"25",306,6.36962275735018
"26",187,6.84661635433821
"27",396,6.38200599364337
"28",220,8.36547947689286
"29",165,8.23508062241414
"30",315,9.14672459086809
"31",434,10.4811692122134
"32",268,7.81585384193366
"33",450,5.84863175380818
"34",42,8.740862393119
"35",475,9.74406055162039
"36",496,7.99718377556934
"37",321,10.2020452772383
"38",430,7.96696360244481
"39",341,10.2064081986848
"40",136,5.64533967252378
"41",290,6.3768779193497
"42",20,10.1889334259356
"43",445,11.1136775020997
"44",296,6.00780225779739
"45",461,9.13696376553297
"46",65,7.11608190387214
"47",428,7.84040980089701
"48",49,11.3863639462104
"49",14,11.1360433453056
"50",51,6.45940744656805
"51",432,7.69653989983126
"52",362,8.1022159358071
"53",410,5.95078494407733
"54",50,5.84181308284353
"55",402,7.59482810369222
"56",307,6.74960520631872
"57",240,6.46632825453452
"58",93,6.60094204480322
"59",135,5.82233311370708
"60",349,8.04928956964057
"61",469,7.88160113196632
"62",117,7.22627624339356
"63",422,6.71571429743685
"64",43,8.75569611156094
"65",92,5.47794815851804
"66",178,9.16471309077041
"67",460,8.90104721864759
"68",199,6.84662396849047
"69",95,4.09311886904392
"70",185,7.79224585080147
"71",302,4.57883604581963
"72",81,8.75845115143643
"73",255,8.75776050010343
"74",76,5.94049392909291
"75",294,8.00285021609693
"76",129,6.75843135961743
"77",60,8.1240849502717
"78",498,6.54416868597514
"79",134,5.46220042430685
"80",84,6.94664713874371
"81",224,8.32455014112365
"82",247,6.39035340679764
"83",152,8.75089872055887
"84",232,8.12974535178992
"85",73,8.50718300883382
"86",320,10.7763297628147
"87",208,7.68223336622243
"88",381,8.97607898095217
"89",377,9.49694023749284
"90",279,7.18210692127714
"91",201,5.97106178360272
"92",324,10.7339939043638
"93",233,7.41076766002436
"94",227,9.0942748017389
"95",309,8.69744717263127
"96",132,9.50970570492294
"97",145,9.17311762382496
"98",331,6.43745237862441
"99",372,11.5227007781663
"100",298,4.74959112470104
"101",25,7.36959302346888
"102",67,8.33009944320083
"103",325,9.11810962983359
"104",182,8.84333133937605
"105",415,6.56700479543328
"106",292,8.08964581329644
"107",472,8.32913823108891
"108",256,8.00517622780428
"109",252,10.1962890791967
"110",494,9.68323248503549
"111",204,7.78001894374062
"112",126,7.80344598499825
"113",229,5.18096338646951
"114",291,7.9140305408348
"115",83,6.47044083288245
"116",449,7.5771580041045
"117",258,8.30690923002211
"118",116,6.70050800701842
"119",59,4.23667648726203
"120",427,8.75533068224384
"121",104,7.2842142311737
"122",115,5.9831100729304
"123",189,5.4375554039737
"124",99,11.112370014024
"125",9,8.87430743819014
"126",33,8.18887011690419
"127",337,5.5412091015916
"128",27,10.1729485150687
"129",245,11.1266714735908
"130",253,8.7542704409096
"131",451,6.77915671749252
"132",390,9.69671864336516
"133",80,8.78327202732792
"134",340,6.70645048489112
"135",357,6.51799023178939
"136",242,10.9864343937669
"137",403,8.7827395180908
"138",82,7.10871729400925
"139",192,4.88174731160554
"140",3,6.01059856998573
"141",78,6.88161867525936
"142",371,4.71273018321925
"143",329,5.23146121156583
"144",442,9.40559375612178
"145",326,8.18668154716184
"146",363,5.69748291754716
"147",32,8.95029690909607
"148",406,3.81044612165615
"149",458,12.6446980780837
"150",304,11.0200559653789
"151",38,10.7656799827314
"152",86,9.47645322994234
"153",77,7.0645823099344
"154",194,9.48849807697528
"155",147,7.44854054116443
"156",202,8.02670970384529
"157",419,9.20943759488906
"158",295,8.10636515719331
"159",360,8.80988051967435
"160",37,9.60239879590213
"161",336,6.01499931025843
"162",411,6.97612196802222
"163",353,6.70785920783199
"164",456,6.06096085905143
"165",387,6.33659739271608
"166",112,10.1599141100523
"167",174,9.16276367317445
"168",200,8.94622470858532
"169",40,9.80587818833797
"170",440,8.16338214560625
"171",356,9.49980695117158
"172",196,7.72532328833147
"173",157,10.2165225068296
"174",151,10.53679914782
"175",369,5.54448860500521
"176",350,7.82949431701154
"177",91,8.56293551380881
"178",113,6.58794350078822
"179",138,8.62988175215129
"180",482,11.2696845309133
"181",125,6.58979119664904
"182",310,5.34160782408298
"183",289,5.57698279526146
"184",448,10.2285316056118
"185",389,6.02323323039698
"186",358,9.60268794660263
"187",301,8.71071463275927
"188",4,9.31808822486121
"189",57,4.77202152895847
"190",470,5.8316060807577
"191",251,6.90670537184033
"192",217,6.81280864837076
"193",483,8.5720383133653
"194",351,8.07108268017408
"195",267,7.44271476379588
"196",327,10.1719758278934
"197",366,9.49805501306198
"198",429,8.50302338277435
"199",365,8.26152695011586
"200",379,8.91104206955988
